i,j,k,rho
20,2,1,0.279706
21,2,1,0.217718
22,2,1,0.177953
23,2,1,0.172704
24,2,1,0.194113
25,2,1,0.209371
26,2,1,0.269923
27,2,1,0.283031
28,2,1,0.289495
29,2,1,0.324502
30,2,1,0.496773
31,2,1,0.761905
32,2,1,0.875125
33,2,1,0.953470
34,2,1,0.866635
35,2,1,0.732371
36,2,1,0.309410
37,2,1,0.143284
38,2,1,0.020328
39,2,1,0.000007
40,2,1,0.000000
41,2,1,0.000000
42,2,1,0.000000
43,2,1,0.000000
44,2,1,0.000000
45,2,1,0.000000
46,2,1,0.000000
47,2,1,0.000000
0,3,1,0.146997
1,3,1,0.158556
2,3,1,0.296504
3,3,1,0.658553
4,3,1,0.857448
5,3,1,0.968971
6,3,1,0.970628
7,3,1,0.888640
8,3,1,0.774352
9,3,1,0.486130
10,3,1,0.289557
11,3,1,0.183512
12,3,1,0.154247
13,3,1,0.152494
14,3,1,0.158799
15,3,1,0.192234
16,3,1,0.251478
17,3,1,0.253463
18,3,1,0.187048
19,3,1,0.155762
20,3,1,0.152485
21,3,1,0.142727
22,3,1,0.133311
23,3,1,0.099144
24,3,1,0.051641
25,3,1,0.055719
26,3,1,0.070992
27,3,1,0.093867
28,3,1,0.145918
29,3,1,0.158518
30,3,1,0.192777
31,3,1,0.207508
32,3,1,0.355390
33,3,1,0.651599
34,3,1,0.856698
35,3,1,0.953544
36,3,1,0.869339
37,3,1,0.730955
38,3,1,0.301870
39,3,1,0.131389
40,3,1,0.015518
41,3,1,0.000000
42,3,1,0.000000
43,3,1,0.000000
44,3,1,0.000000
45,3,1,0.000000
46,3,1,0.000000
47,3,1,0.000000
0,4,1,0.000000
1,4,1,0.000013
2,4,1,0.021588
3,4,1,0.131398
4,4,1,0.299466
5,4,1,0.638866
6,4,1,0.825819
7,4,1,0.848442
8,4,1,0.832553
9,4,1,0.741682
10,4,1,0.620141
11,4,1,0.320844
12,4,1,0.064186
13,4,1,0.018602
14,4,1,0.015541
15,4,1,0.024117
16,4,1,0.050787
17,4,1,0.081699
18,4,1,0.130711
19,4,1,0.139727
20,4,1,0.152483
21,4,1,0.152483
22,4,1,0.152483
23,4,1,0.148181
24,4,1,0.133055
25,4,1,0.094457
26,4,1,0.053199
27,4,1,0.061938
28,4,1,0.139566
29,4,1,0.152331
30,4,1,0.132838
31,4,1,0.062037
32,4,1,0.051658
33,4,1,0.140143
34,4,1,0.314581
35,4,1,0.645435
36,4,1,0.856849
37,4,1,0.955423
38,4,1,0.857452
39,4,1,0.665497
40,4,1,0.249278
41,4,1,0.038190
42,4,1,0.001227
43,4,1,0.000000
44,4,1,0.000000
45,4,1,0.000000
46,4,1,0.000000
47,4,1,0.000000
0,5,1,0.000000
1,5,1,0.000000
2,5,1,0.000000
3,5,1,0.000000
4,5,1,0.022556
5,5,1,0.205071
6,5,1,0.537657
7,5,1,0.711834
8,5,1,0.832003
9,5,1,0.847517
10,5,1,0.832002
11,5,1,0.658502
12,5,1,0.359864
13,5,1,0.175672
14,5,1,0.139685
15,5,1,0.136392
16,5,1,0.126250
17,5,1,0.074507
18,5,1,0.051256
19,5,1,0.064595
20,5,1,0.127816
21,5,1,0.138973
22,5,1,0.151874
23,5,1,0.152483
24,5,1,0.152483
25,5,1,0.142967
26,5,1,0.119518
27,5,1,0.125069
28,5,1,0.150255
29,5,1,0.142685
30,5,1,0.075662
31,5,1,0.065674
32,5,1,0.066023
33,5,1,0.052259
34,5,1,0.052008
35,5,1,0.143106
36,5,1,0.317347
37,5,1,0.656785
38,5,1,0.865426
39,5,1,0.958652
40,5,1,0.764252
41,5,1,0.385847
42,5,1,0.147400
43,5,1,0.015515
44,5,1,0.000000
45,5,1,0.000000
46,5,1,0.000000
47,5,1,0.000000
0,6,1,0.000000
1,6,1,0.000000
2,6,1,0.000000
3,6,1,0.000000
4,6,1,0.000000
5,6,1,0.011685
6,6,1,0.106694
7,6,1,0.283155
8,6,1,0.612835
9,6,1,0.745426
10,6,1,0.832663
11,6,1,0.833264
12,6,1,0.674331
13,6,1,0.400721
14,6,1,0.202055
15,6,1,0.155615
16,6,1,0.151898
17,6,1,0.142941
18,6,1,0.138941
19,6,1,0.127816
20,6,1,0.069550
21,6,1,0.061220
22,6,1,0.125947
23,6,1,0.140317
24,6,1,0.152483
25,6,1,0.152483
26,6,1,0.149202
27,6,1,0.150407
28,6,1,0.152483
29,6,1,0.136183
30,6,1,0.058565
31,6,1,0.057881
32,6,1,0.059930
33,6,1,0.058948
34,6,1,0.061242
35,6,1,0.052722
36,6,1,0.052536
37,6,1,0.150978
38,6,1,0.366876
39,6,1,0.759141
40,6,1,0.956004
41,6,1,0.873463
42,6,1,0.655950
43,6,1,0.245497
44,6,1,0.020361
45,6,1,0.000001
46,6,1,0.000000
47,6,1,0.000000
0,7,1,0.000000
1,7,1,0.000000
2,7,1,0.000000
3,7,1,0.000000
4,7,1,0.000000
5,7,1,0.000000
6,7,1,0.000000
7,7,1,0.023081
8,7,1,0.140840
9,7,1,0.344884
10,7,1,0.641875
11,7,1,0.755497
12,7,1,0.821592
13,7,1,0.685209
14,7,1,0.410728
15,7,1,0.212332
16,7,1,0.157026
17,7,1,0.152494
18,7,1,0.152483
19,7,1,0.152483
20,7,1,0.140572
21,7,1,0.129495
22,7,1,0.085078
23,7,1,0.075645
24,7,1,0.133945
25,7,1,0.152483
26,7,1,0.152483
27,7,1,0.152483
28,7,1,0.147352
29,7,1,0.105590
30,7,1,0.064797
31,7,1,0.064221
32,7,1,0.059209
33,7,1,0.060131
34,7,1,0.057911
35,7,1,0.053122
36,7,1,0.068132
37,7,1,0.055413
38,7,1,0.052591
39,7,1,0.258044
40,7,1,0.645886
41,7,1,0.860437
42,7,1,0.956645
43,7,1,0.741502
44,7,1,0.290788
45,7,1,0.063971
46,7,1,0.004816
47,7,1,0.000000
0,8,1,0.000000
1,8,1,0.000000
2,8,1,0.000000
3,8,1,0.000000
4,8,1,0.000000
5,8,1,0.000000
6,8,1,0.000000
7,8,1,0.000000
8,8,1,0.000664
9,8,1,0.050392
10,8,1,0.241974
11,8,1,0.406122
12,8,1,0.649647
13,8,1,0.718724
14,8,1,0.609526
15,8,1,0.388083
16,8,1,0.226665
17,8,1,0.159269
18,8,1,0.152492
19,8,1,0.152483
20,8,1,0.152483
21,8,1,0.152483
22,8,1,0.143006
23,8,1,0.133945
24,8,1,0.111797
25,8,1,0.145503
26,8,1,0.152483
27,8,1,0.152483
28,8,1,0.143221
29,8,1,0.087942
30,8,1,0.071829
31,8,1,0.069430
32,8,1,0.064321
33,8,1,0.062763
34,8,1,0.061537
35,8,1,0.057126
36,8,1,0.052544
37,8,1,0.059580
38,8,1,0.058272
39,8,1,0.054402
40,8,1,0.149510
41,8,1,0.333552
42,8,1,0.753037
43,8,1,0.957034
44,8,1,0.789115
45,8,1,0.448626
46,8,1,0.164865
47,8,1,0.018189
0,9,1,0.000000
1,9,1,0.000000
2,9,1,0.000000
3,9,1,0.000000
4,9,1,0.000000
5,9,1,0.000000
6,9,1,0.000000
7,9,1,0.000000
8,9,1,0.000000
9,9,1,0.000000
10,9,1,0.033417
11,9,1,0.150945
12,9,1,0.261328
13,9,1,0.301903
14,9,1,0.395592
15,9,1,0.422921
16,9,1,0.348189
17,9,1,0.196863
18,9,1,0.152827
19,9,1,0.152484
20,9,1,0.152483
21,9,1,0.152483
22,9,1,0.152483
23,9,1,0.152483
24,9,1,0.145503
25,9,1,0.152483
26,9,1,0.152483
27,9,1,0.149090
28,9,1,0.128841
29,9,1,0.093013
30,9,1,0.082404
31,9,1,0.072743
32,9,1,0.070342
33,9,1,0.067497
34,9,1,0.062744
35,9,1,0.060162
36,9,1,0.053945
37,9,1,0.055018
38,9,1,0.055031
39,9,1,0.076983
40,9,1,0.059161
41,9,1,0.055276
42,9,1,0.261549
43,9,1,0.696479
44,9,1,0.901606
45,9,1,0.880177
46,9,1,0.640928
47,9,1,0.286377
0,10,1,0.000000
1,10,1,0.000000
2,10,1,0.000000
3,10,1,0.000000
4,10,1,0.000000
5,10,1,0.000000
6,10,1,0.000000
7,10,1,0.000000
8,10,1,0.000000
9,10,1,0.000000
10,10,1,0.000056
11,10,1,0.031354
12,10,1,0.125746
13,10,1,0.157538
14,10,1,0.190337
15,10,1,0.244615
16,10,1,0.269192
17,10,1,0.187418
18,10,1,0.154566
19,10,1,0.152500
20,10,1,0.152483
21,10,1,0.152483
22,10,1,0.152483
23,10,1,0.152483
24,10,1,0.152483
25,10,1,0.152483
26,10,1,0.150689
27,10,1,0.126159
28,10,1,0.090942
29,10,1,0.094001
30,10,1,0.093868
31,10,1,0.083537
32,10,1,0.077637
33,10,1,0.072028
34,10,1,0.063415
35,10,1,0.057201
36,10,1,0.056844
37,10,1,0.053780
38,10,1,0.051225
39,10,1,0.055890
40,10,1,0.060480
41,10,1,0.066240
42,10,1,0.050167
43,10,1,0.197123
44,10,1,0.518584
45,10,1,0.807274
46,10,1,0.953754
47,10,1,0.856577
0,11,1,0.000000
1,11,1,0.000000
2,11,1,0.000000
3,11,1,0.000000
4,11,1,0.000000
5,11,1,0.000000
6,11,1,0.000000
7,11,1,0.000000
8,11,1,0.000000
9,11,1,0.000000
10,11,1,0.000000
11,11,1,0.004202
12,11,1,0.059345
13,11,1,0.141117
14,11,1,0.153051
15,11,1,0.159893
16,11,1,0.179722
17,11,1,0.165863
18,11,1,0.155137
19,11,1,0.152570
20,11,1,0.152483
21,11,1,0.152483
22,11,1,0.152483
23,11,1,0.152483
24,11,1,0.152483
25,11,1,0.152483
26,11,1,0.144477
27,11,1,0.089124
28,11,1,0.082683
29,11,1,0.087573
30,11,1,0.093517
31,11,1,0.095497
32,11,1,0.085838
33,11,1,0.072369
34,11,1,0.061371
35,11,1,0.056170
36,11,1,0.055847
37,11,1,0.050243
38,11,1,0.051913
39,11,1,0.053651
40,11,1,0.056790
41,11,1,0.052456
42,11,1,0.067631
43,11,1,0.051388
44,11,1,0.090504
45,11,1,0.343084
46,11,1,0.874151
47,11,1,1.000000
0,12,1,0.000000
1,12,1,0.000000
2,12,1,0.000000
3,12,1,0.000000
4,12,1,0.000000
5,12,1,0.000000
6,12,1,0.000000
7,12,1,0.000000
8,12,1,0.000000
9,12,1,0.000000
10,12,1,0.000000
11,12,1,0.004203
12,12,1,0.059350
13,12,1,0.141118
14,12,1,0.153051
15,12,1,0.159890
16,12,1,0.179708
17,12,1,0.165858
18,12,1,0.155136
19,12,1,0.152570
20,12,1,0.152483
21,12,1,0.152483
22,12,1,0.152483
23,12,1,0.152483
24,12,1,0.152483
25,12,1,0.152483
26,12,1,0.144480
27,12,1,0.089153
28,12,1,0.082708
29,12,1,0.087522
30,12,1,0.093260
31,12,1,0.095101
32,12,1,0.085655
33,12,1,0.072600
34,12,1,0.061698
35,12,1,0.056469
36,12,1,0.056859
37,12,1,0.051068
38,12,1,0.052532
39,12,1,0.053241
40,12,1,0.055144
41,12,1,0.050237
42,12,1,0.067144
43,12,1,0.052933
44,12,1,0.091223
45,12,1,0.343210
46,12,1,0.874187
47,12,1,1.000000
0,13,1,0.000000
1,13,1,0.000000
2,13,1,0.000000
3,13,1,0.000000
4,13,1,0.000000
5,13,1,0.000000
6,13,1,0.000000
7,13,1,0.000000
8,13,1,0.000000
9,13,1,0.000000
10,13,1,0.000056
11,13,1,0.031355
12,13,1,0.125747
13,13,1,0.157537
14,13,1,0.190323
15,13,1,0.244565
16,13,1,0.269100
17,13,1,0.187392
18,13,1,0.154565
19,13,1,0.152500
20,13,1,0.152483
21,13,1,0.152483
22,13,1,0.152483
23,13,1,0.152483
24,13,1,0.152483
25,13,1,0.152483
26,13,1,0.150702
27,13,1,0.126242
28,13,1,0.090930
29,13,1,0.093761
30,13,1,0.093283
31,13,1,0.082775
32,13,1,0.077126
33,13,1,0.072281
34,13,1,0.064259
35,13,1,0.058126
36,13,1,0.056938
37,13,1,0.051946
38,13,1,0.051019
39,13,1,0.050308
40,13,1,0.053286
41,13,1,0.059254
42,13,1,0.046450
43,13,1,0.197195
44,13,1,0.518977
45,13,1,0.807104
46,13,1,0.952649
47,13,1,0.856353
0,14,1,0.000000
1,14,1,0.000000
2,14,1,0.000000
3,14,1,0.000000
4,14,1,0.000000
5,14,1,0.000000
6,14,1,0.000000
7,14,1,0.000000
8,14,1,0.000000
9,14,1,0.000000
10,14,1,0.033417
11,14,1,0.150943
12,14,1,0.261328
13,14,1,0.301894
14,14,1,0.395534
15,14,1,0.422763
16,14,1,0.348010
17,14,1,0.196814
18,14,1,0.152827
19,14,1,0.152484
20,14,1,0.152483
21,14,1,0.152483
22,14,1,0.152483
23,14,1,0.152483
24,14,1,0.145509
25,14,1,0.152483
26,14,1,0.152483
27,14,1,0.149085
28,14,1,0.128692
29,14,1,0.092642
30,14,1,0.081917
31,14,1,0.072208
32,14,1,0.069757
33,14,1,0.067183
34,14,1,0.063046
35,14,1,0.061403
36,14,1,0.054218
37,14,1,0.053242
38,14,1,0.051599
39,14,1,0.065781
40,14,1,0.046827
41,14,1,0.050281
42,14,1,0.260529
43,14,1,0.695707
44,14,1,0.901451
45,14,1,0.878921
46,14,1,0.637579
47,14,1,0.285070
0,15,1,0.000000
1,15,1,0.000000
2,15,1,0.000000
3,15,1,0.000000
4,15,1,0.000000
5,15,1,0.000000
6,15,1,0.000000
7,15,1,0.000000
8,15,1,0.000664
9,15,1,0.050391
10,15,1,0.241972
11,15,1,0.406118
12,15,1,0.649645
13,15,1,0.718720
14,15,1,0.609473
15,15,1,0.387978
16,15,1,0.226593
17,15,1,0.159261
18,15,1,0.152492
19,15,1,0.152483
20,15,1,0.152483
21,15,1,0.152483
22,15,1,0.143005
23,15,1,0.133951
24,15,1,0.111835
25,15,1,0.145509
26,15,1,0.152483
27,15,1,0.152483
28,15,1,0.143171
29,15,1,0.087687
30,15,1,0.071581
31,15,1,0.069204
32,15,1,0.063923
33,15,1,0.062053
34,15,1,0.060948
35,15,1,0.057810
36,15,1,0.051748
37,15,1,0.056765
38,15,1,0.055864
39,15,1,0.051810
40,15,1,0.146644
41,15,1,0.333356
42,15,1,0.753054
43,15,1,0.956897
44,15,1,0.788974
45,15,1,0.448059
46,15,1,0.163632
47,15,1,0.017965
0,16,1,0.000000
1,16,1,0.000000
2,16,1,0.000000
3,16,1,0.000000
4,16,1,0.000000
5,16,1,0.000000
6,16,1,0.000000
7,16,1,0.023078
8,16,1,0.140839
9,16,1,0.344880
10,16,1,0.641873
11,16,1,0.755496
12,16,1,0.821590
13,16,1,0.685182
14,16,1,0.410672
15,16,1,0.212293
16,16,1,0.157022
17,16,1,0.152494
18,16,1,0.152483
19,16,1,0.152483
20,16,1,0.140570
21,16,1,0.129494
22,16,1,0.085067
23,16,1,0.075639
24,16,1,0.133951
25,16,1,0.152483
26,16,1,0.152483
27,16,1,0.152483
28,16,1,0.147345
29,16,1,0.105510
30,16,1,0.064703
31,16,1,0.064111
32,16,1,0.059016
33,16,1,0.059653
34,16,1,0.056976
35,16,1,0.051512
36,16,1,0.064359
37,16,1,0.053217
38,16,1,0.050701
39,16,1,0.258131
40,16,1,0.646157
41,16,1,0.860518
42,16,1,0.956650
43,16,1,0.741382
44,16,1,0.290661
45,16,1,0.063830
46,16,1,0.004794
47,16,1,0.000000
0,17,1,0.000000
1,17,1,0.000000
2,17,1,0.000000
3,17,1,0.000000
4,17,1,0.000000
5,17,1,0.011681
6,17,1,0.106671
7,17,1,0.283136
8,17,1,0.612832
9,17,1,0.745425
10,17,1,0.832663
11,17,1,0.833263
12,17,1,0.674317
13,17,1,0.400686
14,17,1,0.202028
15,17,1,0.155612
16,17,1,0.151891
17,17,1,0.142937
18,17,1,0.138939
19,17,1,0.127811
20,17,1,0.069535
21,17,1,0.061203
22,17,1,0.125902
23,17,1,0.140309
24,17,1,0.152483
25,17,1,0.152483
26,17,1,0.149184
27,17,1,0.150405
28,17,1,0.152483
29,17,1,0.136175
30,17,1,0.058548
31,17,1,0.057791
32,17,1,0.059813
33,17,1,0.058744
34,17,1,0.060571
35,17,1,0.051188
36,17,1,0.050251
37,17,1,0.151631
38,17,1,0.367060
39,17,1,0.759378
40,17,1,0.956043
41,17,1,0.873481
42,17,1,0.656121
43,17,1,0.245509
44,17,1,0.020346
45,17,1,0.000001
46,17,1,0.000000
47,17,1,0.000000
0,18,1,0.000000
1,18,1,0.000000
2,18,1,0.000000
3,18,1,0.000000
4,18,1,0.022554
5,18,1,0.205051
6,18,1,0.537597
7,18,1,0.711812
8,18,1,0.832003
9,18,1,0.847517
10,18,1,0.832002
11,18,1,0.658499
12,18,1,0.359851
13,18,1,0.175658
14,18,1,0.139684
15,18,1,0.136385
16,18,1,0.126200
17,18,1,0.074471
18,18,1,0.051235
19,18,1,0.064574
20,18,1,0.127811
21,18,1,0.138972
22,18,1,0.151867
23,18,1,0.152483
24,18,1,0.152483
25,18,1,0.142934
26,18,1,0.119408
27,18,1,0.125042
28,18,1,0.150273
29,18,1,0.142691
30,18,1,0.075693
31,18,1,0.065655
32,18,1,0.066040
33,18,1,0.052289
34,18,1,0.051871
35,18,1,0.142293
36,18,1,0.315013
37,18,1,0.661761
38,18,1,0.866553
39,18,1,0.958654
40,18,1,0.764241
41,18,1,0.385812
42,18,1,0.147418
43,18,1,0.015515
44,18,1,0.000000
45,18,1,0.000000
46,18,1,0.000000
47,18,1,0.000000
0,19,1,0.000000
1,19,1,0.000013
2,19,1,0.021587
3,19,1,0.131395
4,19,1,0.299452
5,19,1,0.638860
6,19,1,0.825798
7,19,1,0.848438
8,19,1,0.832553
9,19,1,0.741682
10,19,1,0.620141
11,19,1,0.320843
12,19,1,0.064179
13,19,1,0.018600
14,19,1,0.015541
15,19,1,0.024105
16,19,1,0.050744
17,19,1,0.081644
18,19,1,0.130701
19,19,1,0.139724
20,19,1,0.152483
21,19,1,0.152483
22,19,1,0.152483
23,19,1,0.148161
24,19,1,0.133036
25,19,1,0.094372
26,19,1,0.053164
27,19,1,0.061963
28,19,1,0.139677
29,19,1,0.152350
30,19,1,0.132854
31,19,1,0.062128
32,19,1,0.051707
33,19,1,0.140161
34,19,1,0.314499
35,19,1,0.645412
36,19,1,0.856318
37,19,1,0.956366
38,19,1,0.857448
39,19,1,0.665325
40,19,1,0.249246
41,19,1,0.038178
42,19,1,0.001225
43,19,1,0.000000
44,19,1,0.000000
45,19,1,0.000000
46,19,1,0.000000
47,19,1,0.000000
0,20,1,0.146997
1,20,1,0.158555
2,20,1,0.296498
3,20,1,0.658550
4,20,1,0.857446
5,20,1,0.968971
6,20,1,0.970627
7,20,1,0.888639
8,20,1,0.774352
9,20,1,0.486130
10,20,1,0.289557
11,20,1,0.183512
12,20,1,0.154247
13,20,1,0.152494
14,20,1,0.158792
15,20,1,0.192193
16,20,1,0.251466
17,20,1,0.253455
18,20,1,0.187046
19,20,1,0.155762
20,20,1,0.152485
21,20,1,0.143270
22,20,1,0.133300
23,20,1,0.099021
24,20,1,0.051597
25,20,1,0.055713
26,20,1,0.071019
27,20,1,0.093907
28,20,1,0.145943
29,20,1,0.158076
30,20,1,0.190239
31,20,1,0.207302
32,20,1,0.355428
33,20,1,0.651603
34,20,1,0.856685
35,20,1,0.953543
36,20,1,0.869203
37,20,1,0.730980
38,20,1,0.302023
39,20,1,0.131386
40,20,1,0.015518
41,20,1,0.000000
42,20,1,0.000000
43,20,1,0.000000
44,20,1,0.000000
45,20,1,0.000000
46,20,1,0.000000
47,20,1,0.000000
0,21,1,0.753206
1,21,1,0.835143
2,21,1,0.869104
3,21,1,0.971873
4,21,1,1.000000
5,21,1,1.000000
6,21,1,1.000000
7,21,1,0.986126
8,21,1,0.968989
9,21,1,0.878651
10,21,1,0.847535
11,21,1,0.847517
12,21,1,0.847517
13,21,1,0.847517
14,21,1,0.834968
15,21,1,0.765176
16,21,1,0.744635
17,21,1,0.670215
18,21,1,0.437027
19,21,1,0.308531
20,21,1,0.280250
21,21,1,0.220896
22,21,1,0.178555
23,21,1,0.172700
24,21,1,0.194146
25,21,1,0.209427
26,21,1,0.269936
27,21,1,0.283037
28,21,1,0.289494
29,21,1,0.321931
30,21,1,0.489105
31,21,1,0.759611
32,21,1,0.875167
33,21,1,0.953470
34,21,1,0.866574
35,21,1,0.732236
36,21,1,0.308638
37,21,1,0.143148
38,21,1,0.020354
39,21,1,0.000007
40,21,1,0.000000
41,21,1,0.000000
42,21,1,0.000000
43,21,1,0.000000
44,21,1,0.000000
45,21,1,0.000000
46,21,1,0.000000
47,21,1,0.000000
0,22,1,0.985385
1,22,1,1.000000
2,22,1,1.000000
3,22,1,1.000000
4,22,1,1.000000
5,22,1,1.000000
6,22,1,1.000000
7,22,1,1.000000
8,22,1,1.000000
9,22,1,1.000000
10,22,1,1.000000
11,22,1,1.000000
12,22,1,1.000000
13,22,1,1.000000
14,22,1,1.000000
15,22,1,0.987450
16,22,1,0.984501
17,22,1,0.972239
18,22,1,0.897594
19,22,1,0.866310
20,22,1,0.863033
21,22,1,0.853819
22,22,1,0.848171
23,22,1,0.847960
24,22,1,0.853307
25,22,1,0.852671
26,22,1,0.863031
27,22,1,0.863031
28,22,1,0.863039
29,22,1,0.868625
30,22,1,0.898404
31,22,1,0.886522
32,22,1,0.850531
33,22,1,0.729605
34,22,1,0.294571
35,22,1,0.140588
36,22,1,0.021687
37,22,1,0.000077
38,22,1,0.000000
39,22,1,0.000000
40,22,1,0.000000
41,22,1,0.000000
42,22,1,0.000000
43,22,1,0.000000
44,22,1,0.000000
45,22,1,0.000000
46,22,1,0.000000
47,22,1,0.000000
0,23,1,1.000000
1,23,1,1.000000
2,23,1,1.000000
3,23,1,1.000000
4,23,1,1.000000
5,23,1,1.000000
6,23,1,1.000000
7,23,1,1.000000
8,23,1,1.000000
9,23,1,1.000000
10,23,1,1.000000
11,23,1,1.000000
12,23,1,1.000000
13,23,1,1.000000
14,23,1,1.000000
15,23,1,1.000000
16,23,1,1.000000
17,23,1,1.000000
18,23,1,1.000000
19,23,1,1.000000
20,23,1,1.000000
21,23,1,1.000000
22,23,1,1.000000
23,23,1,1.000000
24,23,1,1.000000
25,23,1,1.000000
26,23,1,1.000000
27,23,1,1.000000
28,23,1,1.000000
29,23,1,1.000000
30,23,1,0.900159
31,23,1,0.517941
32,23,1,0.223390
33,23,1,0.161614
34,23,1,0.022486
35,23,1,0.000001
36,23,1,0.000000
37,23,1,0.000000
38,23,1,0.000000
39,23,1,0.000000
40,23,1,0.000000
41,23,1,0.000000
42,23,1,0.000000
43,23,1,0.000000
44,23,1,0.000000
45,23,1,0.000000
46,23,1,0.000000
47,23,1,0.000000
0,0,2,1.000000
1,0,2,1.000000
2,0,2,1.000000
3,0,2,1.000000
4,0,2,1.000000
5,0,2,1.000000
6,0,2,1.000000
7,0,2,1.000000
8,0,2,1.000000
9,0,2,1.000000
10,0,2,1.000000
11,0,2,1.000000
12,0,2,1.000000
13,0,2,1.000000
14,0,2,1.000000
15,0,2,1.000000
16,0,2,1.000000
17,0,2,1.000000
18,0,2,1.000000
19,0,2,1.000000
20,0,2,1.000000
21,0,2,1.000000
22,0,2,1.000000
23,0,2,1.000000
24,0,2,1.000000
25,0,2,1.000000
26,0,2,1.000000
27,0,2,1.000000
28,0,2,1.000000
29,0,2,1.000000
30,0,2,0.890241
31,0,2,0.446139
32,0,2,0.213465
33,0,2,0.161612
34,0,2,0.018307
35,0,2,0.000000
36,0,2,0.000000
37,0,2,0.000000
38,0,2,0.000000
39,0,2,0.000000
40,0,2,0.000000
41,0,2,0.000000
42,0,2,0.000000
43,0,2,0.000000
44,0,2,0.000000
45,0,2,0.000000
46,0,2,0.000000
47,0,2,0.000000
0,1,2,0.900204
1,1,2,0.987614
2,1,2,1.000000
3,1,2,1.000000
4,1,2,1.000000
5,1,2,1.000000
6,1,2,1.000000
7,1,2,1.000000
8,1,2,1.000000
9,1,2,1.000000
10,1,2,1.000000
11,1,2,1.000000
12,1,2,1.000000
13,1,2,1.000000
14,1,2,0.987450
15,1,2,0.898805
16,1,2,0.866103
17,1,2,0.863047
18,1,2,0.850785
19,1,2,0.847519
20,1,2,0.847517
21,1,2,0.847517
22,1,2,0.847517
23,1,2,0.847517
24,1,2,0.847517
25,1,2,0.847517
26,1,2,0.847517
27,1,2,0.847517
28,1,2,0.847517
29,1,2,0.847524
30,1,2,0.853817
31,1,2,0.852561
32,1,2,0.847825
33,1,2,0.726064
34,1,2,0.273942
35,1,2,0.136972
36,1,2,0.015610
37,1,2,0.000003
38,1,2,0.000000
39,1,2,0.000000
40,1,2,0.000000
41,1,2,0.000000
42,1,2,0.000000
43,1,2,0.000000
44,1,2,0.000000
45,1,2,0.000000
46,1,2,0.000000
47,1,2,0.000000
0,2,2,0.497666
1,2,2,0.762938
2,2,2,0.850419
3,2,2,0.898278
4,2,2,0.987375
5,2,2,1.000000
6,2,2,0.986126
7,2,2,0.889749
8,2,2,0.864672
9,2,2,0.847535
10,2,2,0.847517
11,2,2,0.847517
12,2,2,0.847517
13,2,2,0.847517
14,2,2,0.761820
15,2,2,0.449099
16,2,2,0.294546
17,2,2,0.261798
18,2,2,0.187047
19,2,2,0.155762
20,2,2,0.152485
21,2,2,0.152483
22,2,2,0.152483
23,2,2,0.152483
24,2,2,0.152483
25,2,2,0.152483
26,2,2,0.152483
27,2,2,0.152483
28,2,2,0.152491
29,2,2,0.158518
30,2,2,0.285478
31,2,2,0.652193
32,2,2,0.824141
33,2,2,0.863111
34,2,2,0.847529
35,2,2,0.726158
36,2,2,0.274452
37,2,2,0.137064
38,2,2,0.015522
39,2,2,0.000000
40,2,2,0.000000
41,2,2,0.000000
42,2,2,0.000000
43,2,2,0.000000
44,2,2,0.000000
45,2,2,0.000000
46,2,2,0.000000
47,2,2,0.000000
0,3,2,0.061816
1,3,2,0.140109
2,3,2,0.187802
3,3,2,0.431745
4,3,2,0.761309
5,3,2,0.863047
6,3,2,0.768935
7,3,2,0.437287
8,3,2,0.285691
9,3,2,0.183617
10,3,2,0.168016
11,3,2,0.152483
12,3,2,0.152483
13,3,2,0.152483
14,3,2,0.139933
15,3,2,0.051288
16,3,2,0.018588
17,3,2,0.015531
18,3,2,0.003268
19,3,2,0.000002
20,3,2,0.000000
21,3,2,0.000000
22,3,2,0.000000
23,3,2,0.000000
24,3,2,0.000000
25,3,2,0.000000
26,3,2,0.000000
27,3,2,0.000000
28,3,2,0.000000
29,3,2,0.000007
30,3,2,0.018082
31,3,2,0.113582
32,3,2,0.164656
33,3,2,0.364633
34,3,2,0.741665
35,3,2,0.863094
36,3,2,0.847621
37,3,2,0.726073
38,3,2,0.263587
39,3,2,0.066002
40,3,2,0.005121
41,3,2,0.000000
42,3,2,0.000000
43,3,2,0.000000
44,3,2,0.000000
45,3,2,0.000000
46,3,2,0.000000
47,3,2,0.000000
0,4,2,0.000000
1,4,2,0.000000
2,4,2,0.002902
3,4,2,0.050761
4,4,2,0.155373
5,4,2,0.258531
6,4,2,0.275748
7,4,2,0.191705
8,4,2,0.157760
9,4,2,0.136988
10,4,2,0.121454
11,4,2,0.031029
12,4,2,0.001261
13,4,2,0.000000
14,4,2,0.000000
15,4,2,0.000000
16,4,2,0.000000
17,4,2,0.000000
18,4,2,0.000000
19,4,2,0.000000
20,4,2,0.000000
21,4,2,0.000000
22,4,2,0.000000
23,4,2,0.000000
24,4,2,0.000000
25,4,2,0.000000
26,4,2,0.000000
27,4,2,0.000000
28,4,2,0.000000
29,4,2,0.000000
30,4,2,0.000000
31,4,2,0.000000
32,4,2,0.000012
33,4,2,0.031108
34,4,2,0.152555
35,4,2,0.364569
36,4,2,0.743597
37,4,2,0.876324
38,4,2,0.778509
39,4,2,0.483732
40,4,2,0.187454
41,4,2,0.016775
42,4,2,0.000005
