i,j,k,rho
19,2,1,0.278699
20,2,1,0.211119
21,2,1,0.173794
22,2,1,0.162642
23,2,1,0.178259
24,2,1,0.207037
25,2,1,0.216342
26,2,1,0.272164
27,2,1,0.281794
28,2,1,0.294744
29,2,1,0.389003
30,2,1,0.638661
31,2,1,0.828029
32,2,1,0.879278
33,2,1,0.944202
34,2,1,0.862959
35,2,1,0.730734
36,2,1,0.297660
37,2,1,0.141640
38,2,1,0.015769
39,2,1,0.000002
40,2,1,0.000000
41,2,1,0.000000
42,2,1,0.000000
43,2,1,0.000000
44,2,1,0.000000
45,2,1,0.000000
46,2,1,0.000000
47,2,1,0.000000
0,3,1,0.146683
1,3,1,0.188285
2,3,1,0.412093
3,3,1,0.690859
4,3,1,0.885269
5,3,1,0.886911
6,3,1,0.867410
7,3,1,0.770010
8,3,1,0.452535
9,3,1,0.287002
10,3,1,0.183575
11,3,1,0.168002
12,3,1,0.174707
13,3,1,0.253226
14,3,1,0.273964
15,3,1,0.276795
16,3,1,0.261619
17,3,1,0.186162
18,3,1,0.155650
19,3,1,0.152492
20,3,1,0.141677
21,3,1,0.128223
22,3,1,0.072388
23,3,1,0.044403
24,3,1,0.050098
25,3,1,0.087885
26,3,1,0.089023
27,3,1,0.096512
28,3,1,0.145731
29,3,1,0.162952
30,3,1,0.183951
31,3,1,0.216104
32,3,1,0.364835
33,3,1,0.674107
34,3,1,0.866393
35,3,1,0.954459
36,3,1,0.867701
37,3,1,0.726529
38,3,1,0.275381
39,3,1,0.124871
40,3,1,0.015514
41,3,1,0.000000
42,3,1,0.000000
43,3,1,0.000000
44,3,1,0.000000
45,3,1,0.000000
46,3,1,0.000000
47,3,1,0.000000
0,4,1,0.000000
1,4,1,0.003481
2,4,1,0.051317
3,4,1,0.175092
4,4,1,0.445628
5,4,1,0.678689
6,4,1,0.832225
7,4,1,0.833031
8,4,1,0.738764
9,4,1,0.621214
10,4,1,0.333410
11,4,1,0.145035
12,4,1,0.075766
13,4,1,0.040134
14,4,1,0.052362
15,4,1,0.136760
16,4,1,0.145025
17,4,1,0.152489
18,4,1,0.152484
19,4,1,0.152483
20,4,1,0.152483
21,4,1,0.152483
22,4,1,0.143572
23,4,1,0.131625
24,4,1,0.082077
25,4,1,0.058325
26,4,1,0.050249
27,4,1,0.106988
28,4,1,0.146873
29,4,1,0.123805
30,4,1,0.062622
31,4,1,0.060350
32,4,1,0.061294
33,4,1,0.164386
34,4,1,0.361477
35,4,1,0.656614
36,4,1,0.863890
37,4,1,0.958808
38,4,1,0.850934
39,4,1,0.654072
40,4,1,0.246100
41,4,1,0.020570
42,4,1,0.000029
43,4,1,0.000000
44,4,1,0.000000
45,4,1,0.000000
46,4,1,0.000000
47,4,1,0.000000
0,5,1,0.000000
1,5,1,0.000000
2,5,1,0.000000
3,5,1,0.005535
4,5,1,0.070968
5,5,1,0.277687
6,5,1,0.615105
7,5,1,0.757947
8,5,1,0.834811
9,5,1,0.832002
10,5,1,0.651600
11,5,1,0.350973
12,5,1,0.165112
13,5,1,0.138004
14,5,1,0.136753
15,5,1,0.138188
16,5,1,0.107743
17,5,1,0.145008
18,5,1,0.152483
19,5,1,0.152483
20,5,1,0.152483
21,5,1,0.152483
22,5,1,0.152483
23,5,1,0.152483
24,5,1,0.140495
25,5,1,0.107547
26,5,1,0.073578
27,5,1,0.137168
28,5,1,0.138577
29,5,1,0.064501
30,5,1,0.057317
31,5,1,0.062774
32,5,1,0.053664
33,5,1,0.086039
34,5,1,0.111612
35,5,1,0.158036
36,5,1,0.356143
37,5,1,0.686276
38,5,1,0.889843
39,5,1,0.960302
40,5,1,0.746632
41,5,1,0.302915
42,5,1,0.129268
43,5,1,0.015514
44,5,1,0.000000
45,5,1,0.000000
46,5,1,0.000000
47,5,1,0.000000
0,6,1,0.000000
1,6,1,0.000000
2,6,1,0.000000
3,6,1,0.000000
4,6,1,0.000000
5,6,1,0.023201
6,6,1,0.153381
7,6,1,0.382449
8,6,1,0.656017
9,6,1,0.764949
10,6,1,0.820575
11,6,1,0.654765
12,6,1,0.356455
13,6,1,0.182761
14,6,1,0.154482
15,6,1,0.151315
16,6,1,0.145008
17,6,1,0.152483
18,6,1,0.152483
19,6,1,0.152483
20,6,1,0.152483
21,6,1,0.152483
22,6,1,0.152483
23,6,1,0.152483
24,6,1,0.152483
25,6,1,0.148585
26,6,1,0.141637
27,6,1,0.149926
28,6,1,0.119217
29,6,1,0.056506
30,6,1,0.059007
31,6,1,0.049628
32,6,1,0.064078
33,6,1,0.116346
34,6,1,0.105300
35,6,1,0.050645
36,6,1,0.049394
37,6,1,0.173805
38,6,1,0.429881
39,6,1,0.780136
40,6,1,0.958727
41,6,1,0.855330
42,6,1,0.651743
43,6,1,0.245667
44,6,1,0.015528
45,6,1,0.000001
46,6,1,0.000000
47,6,1,0.000000
0,7,1,0.000000
1,7,1,0.000000
2,7,1,0.000000
3,7,1,0.000000
4,7,1,0.000000
5,7,1,0.000000
6,7,1,0.002816
7,7,1,0.062913
8,7,1,0.253574
9,7,1,0.434477
10,7,1,0.660933
11,7,1,0.717946
12,7,1,0.551720
13,7,1,0.318539
14,7,1,0.175884
15,7,1,0.153223
16,7,1,0.152483
17,7,1,0.152483
18,7,1,0.152483
19,7,1,0.152483
20,7,1,0.152483
21,7,1,0.152483
22,7,1,0.152483
23,7,1,0.152483
24,7,1,0.152483
25,7,1,0.152483
26,7,1,0.152483
27,7,1,0.145278
28,7,1,0.093202
29,7,1,0.068658
30,7,1,0.056608
31,7,1,0.052254
32,7,1,0.104389
33,7,1,0.126204
34,7,1,0.060932
35,7,1,0.047397
36,7,1,0.052765
37,7,1,0.048715
38,7,1,0.070531
39,7,1,0.264200
40,7,1,0.673648
41,7,1,0.901229
42,7,1,0.961843
43,7,1,0.741590
44,7,1,0.264860
45,7,1,0.062843
46,7,1,0.006374
47,7,1,0.000000
0,8,1,0.000000
1,8,1,0.000000
2,8,1,0.000000
3,8,1,0.000000
4,8,1,0.000000
5,8,1,0.000000
6,8,1,0.000000
7,8,1,0.000000
8,8,1,0.035039
9,8,1,0.160345
10,8,1,0.273631
11,8,1,0.326958
12,8,1,0.369984
13,8,1,0.335370
14,8,1,0.212011
15,8,1,0.156910
16,8,1,0.152490
17,8,1,0.152483
18,8,1,0.152483
19,8,1,0.152483
20,8,1,0.152483
21,8,1,0.152483
22,8,1,0.152483
23,8,1,0.152483
24,8,1,0.152483
25,8,1,0.152483
26,8,1,0.152483
27,8,1,0.145848
28,8,1,0.095076
29,8,1,0.067190
30,8,1,0.056991
31,8,1,0.089111
32,8,1,0.130727
33,8,1,0.086098
34,8,1,0.048400
35,8,1,0.050369
36,8,1,0.050423
37,8,1,0.057416
38,8,1,0.051972
39,8,1,0.050580
40,8,1,0.185188
41,8,1,0.464591
42,8,1,0.791848
43,8,1,0.968986
44,8,1,0.788906
45,8,1,0.436477
46,8,1,0.118520
47,8,1,0.008675
0,9,1,0.000000
1,9,1,0.000000
2,9,1,0.000000
3,9,1,0.000000
4,9,1,0.000000
5,9,1,0.000000
6,9,1,0.000000
7,9,1,0.000000
8,9,1,0.000000
9,9,1,0.031030
10,9,1,0.124133
11,9,1,0.167276
12,9,1,0.183115
13,9,1,0.202276
14,9,1,0.167072
15,9,1,0.154148
16,9,1,0.152512
17,9,1,0.152483
18,9,1,0.152483
19,9,1,0.152483
20,9,1,0.152483
21,9,1,0.152483
22,9,1,0.152483
23,9,1,0.152483
24,9,1,0.152483
25,9,1,0.152483
26,9,1,0.152483
27,9,1,0.149545
28,9,1,0.118294
29,9,1,0.072293
30,9,1,0.080453
31,9,1,0.133622
32,9,1,0.114705
33,9,1,0.052419
34,9,1,0.048752
35,9,1,0.050566
36,9,1,0.052269
37,9,1,0.052151
38,9,1,0.054265
39,9,1,0.072089
40,9,1,0.050178
41,9,1,0.082770
42,9,1,0.278970
43,9,1,0.743900
44,9,1,0.965841
45,9,1,0.843926
46,9,1,0.478583
47,9,1,0.226546
0,10,1,0.000000
1,10,1,0.000000
2,10,1,0.000000
3,10,1,0.000000
4,10,1,0.000000
5,10,1,0.000000
6,10,1,0.000000
7,10,1,0.000000
8,10,1,0.000000
9,10,1,0.000754
10,10,1,0.035432
11,10,1,0.125435
12,10,1,0.152552
13,10,1,0.152877
14,10,1,0.153393
15,10,1,0.152676
16,10,1,0.152493
17,10,1,0.152483
18,10,1,0.152483
19,10,1,0.152483
20,10,1,0.152483
21,10,1,0.152483
22,10,1,0.152483
23,10,1,0.152483
24,10,1,0.152483
25,10,1,0.152483
26,10,1,0.150813
27,10,1,0.146276
28,10,1,0.145470
29,10,1,0.132947
30,10,1,0.141875
31,10,1,0.133426
32,10,1,0.070287
33,10,1,0.049050
34,10,1,0.051919
35,10,1,0.053740
36,10,1,0.054724
37,10,1,0.053955
38,10,1,0.053345
39,10,1,0.057871
40,10,1,0.056771
41,10,1,0.052915
42,10,1,0.048036
43,10,1,0.258392
44,10,1,0.676192
45,10,1,0.873919
46,10,1,0.889177
47,10,1,0.841025
0,11,1,0.000000
1,11,1,0.000000
2,11,1,0.000000
3,11,1,0.000000
4,11,1,0.000000
5,11,1,0.000000
6,11,1,0.000000
7,11,1,0.000000
8,11,1,0.000000
9,11,1,0.000009
10,11,1,0.004038
11,11,1,0.053037
12,11,1,0.140190
13,11,1,0.152484
14,11,1,0.152490
15,11,1,0.152492
16,11,1,0.152485
17,11,1,0.152483
18,11,1,0.152483
19,11,1,0.152483
20,11,1,0.152483
21,11,1,0.152483
22,11,1,0.152483
23,11,1,0.152483
24,11,1,0.152483
25,11,1,0.150813
26,11,1,0.135310
27,11,1,0.111381
28,11,1,0.146276
29,11,1,0.150920
30,11,1,0.144537
31,11,1,0.087103
32,11,1,0.050350
33,11,1,0.053520
34,11,1,0.052241
35,11,1,0.055675
36,11,1,0.057077
37,11,1,0.055785
38,11,1,0.054748
39,11,1,0.051060
40,11,1,0.053322
41,11,1,0.056677
42,11,1,0.061481
43,11,1,0.050771
44,11,1,0.171511
45,11,1,0.436848
46,11,1,0.896552
47,11,1,0.999225
0,12,1,0.000000
1,12,1,0.000000
2,12,1,0.000000
3,12,1,0.000000
4,12,1,0.000000
5,12,1,0.000000
6,12,1,0.000000
7,12,1,0.000000
8,12,1,0.000000
9,12,1,0.000009
10,12,1,0.004040
11,12,1,0.053040
12,12,1,0.140191
13,12,1,0.152484
14,12,1,0.152490
15,12,1,0.152492
16,12,1,0.152485
17,12,1,0.152483
18,12,1,0.152483
19,12,1,0.152483
20,12,1,0.152483
21,12,1,0.152483
22,12,1,0.152483
23,12,1,0.152483
24,12,1,0.152483
25,12,1,0.150817
26,12,1,0.135333
27,12,1,0.111419
28,12,1,0.146300
29,12,1,0.150914
30,12,1,0.144529
31,12,1,0.087033
32,12,1,0.050442
33,12,1,0.053712
34,12,1,0.051885
35,12,1,0.054368
36,12,1,0.057587
37,12,1,0.057291
38,12,1,0.056913
39,12,1,0.052027
40,12,1,0.055244
41,12,1,0.060887
42,12,1,0.063876
43,12,1,0.051335
44,12,1,0.171507
45,12,1,0.436856
46,12,1,0.896559
47,12,1,0.999226
0,13,1,0.000000
1,13,1,0.000000
2,13,1,0.000000
3,13,1,0.000000
4,13,1,0.000000
5,13,1,0.000000
6,13,1,0.000000
7,13,1,0.000000
8,13,1,0.000000
9,13,1,0.000755
10,13,1,0.035436
11,13,1,0.125436
12,13,1,0.152552
13,13,1,0.152877
14,13,1,0.153393
15,13,1,0.152676
16,13,1,0.152493
17,13,1,0.152483
18,13,1,0.152483
19,13,1,0.152483
20,13,1,0.152483
21,13,1,0.152483
22,13,1,0.152483
23,13,1,0.152483
24,13,1,0.152483
25,13,1,0.152483
26,13,1,0.150817
27,13,1,0.146300
28,13,1,0.145565
29,13,1,0.132925
30,13,1,0.141811
31,13,1,0.133164
32,13,1,0.070298
33,13,1,0.049370
34,13,1,0.052138
35,13,1,0.053716
36,13,1,0.056498
37,13,1,0.058153
38,13,1,0.058664
39,13,1,0.060790
40,13,1,0.060562
41,13,1,0.059298
42,13,1,0.049253
43,13,1,0.258147
44,13,1,0.675916
45,13,1,0.873869
46,13,1,0.889163
47,13,1,0.841020
0,14,1,0.000000
1,14,1,0.000000
2,14,1,0.000000
3,14,1,0.000000
4,14,1,0.000000
5,14,1,0.000000
6,14,1,0.000000
7,14,1,0.000000
8,14,1,0.000000
9,14,1,0.031030
10,14,1,0.124134
11,14,1,0.167281
12,14,1,0.183123
13,14,1,0.202287
14,14,1,0.167075
15,14,1,0.154148
16,14,1,0.152512
17,14,1,0.152483
18,14,1,0.152483
19,14,1,0.152483
20,14,1,0.152483
21,14,1,0.152483
22,14,1,0.152483
23,14,1,0.152483
24,14,1,0.152483
25,14,1,0.152483
26,14,1,0.152483
27,14,1,0.149547
28,14,1,0.118319
29,14,1,0.072249
30,14,1,0.080377
31,14,1,0.133493
32,14,1,0.114406
33,14,1,0.052413
34,14,1,0.049119
35,14,1,0.051647
36,14,1,0.053688
37,14,1,0.054924
38,14,1,0.056797
39,14,1,0.072976
40,14,1,0.051781
41,14,1,0.084710
42,14,1,0.279386
43,14,1,0.743935
44,14,1,0.965782
45,14,1,0.843842
46,14,1,0.478549
47,14,1,0.226516
0,15,1,0.000000
1,15,1,0.000000
2,15,1,0.000000
3,15,1,0.000000
4,15,1,0.000000
5,15,1,0.000000
6,15,1,0.000000
7,15,1,0.000000
8,15,1,0.035042
9,15,1,0.160362
10,15,1,0.273638
11,15,1,0.326985
12,15,1,0.370076
13,15,1,0.335419
14,15,1,0.212023
15,15,1,0.156911
16,15,1,0.152490
17,15,1,0.152483
18,15,1,0.152483
19,15,1,0.152483
20,15,1,0.152483
21,15,1,0.152483
22,15,1,0.152483
23,15,1,0.152483
24,15,1,0.152483
25,15,1,0.152483
26,15,1,0.152483
27,15,1,0.145846
28,15,1,0.095077
29,15,1,0.067198
30,15,1,0.057000
31,15,1,0.089016
32,15,1,0.130622
33,15,1,0.086022
34,15,1,0.048369
35,15,1,0.050272
36,15,1,0.050786
37,15,1,0.060023
38,15,1,0.055543
39,15,1,0.051961
40,15,1,0.185518
41,15,1,0.464656
42,15,1,0.791932
43,15,1,0.968985
44,15,1,0.788847
45,15,1,0.436287
46,15,1,0.118435
47,15,1,0.008665
0,16,1,0.000000
1,16,1,0.000000
2,16,1,0.000000
3,16,1,0.000000
4,16,1,0.000000
5,16,1,0.000000
6,16,1,0.002818
7,16,1,0.062926
8,16,1,0.253593
9,16,1,0.434529
10,16,1,0.660951
11,16,1,0.718010
12,16,1,0.551910
13,16,1,0.318618
14,16,1,0.175889
15,16,1,0.153223
16,16,1,0.152483
17,16,1,0.152483
18,16,1,0.152483
19,16,1,0.152483
20,16,1,0.152483
21,16,1,0.152483
22,16,1,0.152483
23,16,1,0.152483
24,16,1,0.152483
25,16,1,0.152483
26,16,1,0.152483
27,16,1,0.145282
28,16,1,0.093249
29,16,1,0.068712
30,16,1,0.056715
31,16,1,0.052293
32,16,1,0.104280
33,16,1,0.126144
34,16,1,0.060906
35,16,1,0.047270
36,16,1,0.053592
37,16,1,0.051743
38,16,1,0.071813
39,16,1,0.264446
40,16,1,0.673587
41,16,1,0.901213
42,16,1,0.961871
43,16,1,0.741590
44,16,1,0.264851
45,16,1,0.062785
46,16,1,0.006364
47,16,1,0.000000
0,17,1,0.000000
1,17,1,0.000000
2,17,1,0.000000
3,17,1,0.000000
4,17,1,0.000000
5,17,1,0.023206
6,17,1,0.153395
7,17,1,0.382489
8,17,1,0.656033
9,17,1,0.764966
10,17,1,0.820577
11,17,1,0.654775
12,17,1,0.356516
13,17,1,0.182774
14,17,1,0.154482
15,17,1,0.151309
16,17,1,0.145002
17,17,1,0.152483
18,17,1,0.152483
19,17,1,0.152483
20,17,1,0.152483
21,17,1,0.152483
22,17,1,0.152483
23,17,1,0.152483
24,17,1,0.152483
25,17,1,0.148586
26,17,1,0.141638
27,17,1,0.149943
28,17,1,0.119322
29,17,1,0.056560
30,17,1,0.059096
31,17,1,0.049747
32,17,1,0.064108
33,17,1,0.116102
34,17,1,0.104902
35,17,1,0.050436
36,17,1,0.049482
37,17,1,0.174365
38,17,1,0.429480
39,17,1,0.779979
40,17,1,0.958712
41,17,1,0.855430
42,17,1,0.651915
43,17,1,0.245697
44,17,1,0.015528
45,17,1,0.000001
46,17,1,0.000000
47,17,1,0.000000
0,18,1,0.000000
1,18,1,0.000000
2,18,1,0.000000
3,18,1,0.005538
4,18,1,0.070990
5,18,1,0.277714
6,18,1,0.615111
7,18,1,0.757960
8,18,1,0.834813
9,18,1,0.832002
10,18,1,0.651599
11,18,1,0.350973
12,18,1,0.165102
13,18,1,0.138003
14,18,1,0.136746
15,18,1,0.138149
16,18,1,0.107705
17,18,1,0.145002
18,18,1,0.152483
19,18,1,0.152483
20,18,1,0.152483
21,18,1,0.152483
22,18,1,0.152483
23,18,1,0.152483
24,18,1,0.140497
25,18,1,0.107557
26,18,1,0.073585
27,18,1,0.137173
28,18,1,0.138600
29,18,1,0.064558
30,18,1,0.057360
31,18,1,0.062849
32,18,1,0.053749
33,18,1,0.085915
34,18,1,0.111201
35,18,1,0.157922
36,18,1,0.356086
37,18,1,0.685969
38,18,1,0.889627
39,18,1,0.960273
40,18,1,0.746703
41,18,1,0.303329
42,18,1,0.129367
43,18,1,0.015514
44,18,1,0.000000
45,18,1,0.000000
46,18,1,0.000000
47,18,1,0.000000
0,19,1,0.000000
1,19,1,0.003482
2,19,1,0.051324
3,19,1,0.175111
4,19,1,0.445680
5,19,1,0.678711
6,19,1,0.832225
7,19,1,0.833031
8,19,1,0.738711
9,19,1,0.621213
10,19,1,0.333410
11,19,1,0.145024
12,19,1,0.075707
13,19,1,0.040080
14,19,1,0.052352
15,19,1,0.136753
16,19,1,0.145020
17,19,1,0.152489
18,19,1,0.152484
19,19,1,0.152483
20,19,1,0.152483
21,19,1,0.152483
22,19,1,0.143572
23,19,1,0.131626
24,19,1,0.082084
25,19,1,0.058334
26,19,1,0.050256
27,19,1,0.107012
28,19,1,0.146894
29,19,1,0.123911
30,19,1,0.062647
31,19,1,0.060363
32,19,1,0.061332
33,19,1,0.164405
34,19,1,0.361416
35,19,1,0.656578
36,19,1,0.863884
37,19,1,0.958760
38,19,1,0.850936
39,19,1,0.654070
40,19,1,0.246099
41,19,1,0.020640
42,19,1,0.000029
43,19,1,0.000000
44,19,1,0.000000
45,19,1,0.000000
46,19,1,0.000000
47,19,1,0.000000
0,20,1,0.146684
1,20,1,0.188293
2,20,1,0.412116
3,20,1,0.690872
4,20,1,0.885287
5,20,1,0.886914
6,20,1,0.867410
7,20,1,0.769957
8,20,1,0.452232
9,20,1,0.286949
10,20,1,0.183574
11,20,1,0.168002
12,20,1,0.174657
13,20,1,0.252993
14,20,1,0.273923
15,20,1,0.276801
16,20,1,0.261621
17,20,1,0.186174
18,20,1,0.155652
19,20,1,0.152492
20,20,1,0.141677
21,20,1,0.128223
22,20,1,0.072389
23,20,1,0.044406
24,20,1,0.050113
25,20,1,0.087912
26,20,1,0.089040
27,20,1,0.096520
28,20,1,0.145731
29,20,1,0.162974
30,20,1,0.183966
31,20,1,0.216145
32,20,1,0.364848
33,20,1,0.674100
34,20,1,0.866391
35,20,1,0.954453
36,20,1,0.867696
37,20,1,0.726532
38,20,1,0.275399
39,20,1,0.124874
40,20,1,0.015514
41,20,1,0.000000
42,20,1,0.000000
43,20,1,0.000000
44,20,1,0.000000
45,20,1,0.000000
46,20,1,0.000000
47,20,1,0.000000
0,21,1,0.751381
1,21,1,0.838347
2,21,1,0.898841
3,21,1,0.974836
4,21,1,1.000000
5,21,1,0.987596
6,21,1,0.984703
7,21,1,0.969999
8,21,1,0.875679
9,21,1,0.848607
10,21,1,0.847517
11,21,1,0.847517
12,21,1,0.847522
13,21,1,0.862056
14,21,1,0.850353
15,21,1,0.773646
16,21,1,0.672318
17,21,1,0.434393
18,21,1,0.307755
19,21,1,0.278699
20,21,1,0.211119
21,21,1,0.173793
22,21,1,0.162641
23,21,1,0.178255
24,21,1,0.207034
25,21,1,0.216335
26,21,1,0.272164
27,21,1,0.281794
28,21,1,0.294747
29,21,1,0.388996
30,21,1,0.638619
31,21,1,0.828023
32,21,1,0.879278
33,21,1,0.944190
34,21,1,0.862957
35,21,1,0.730729
36,21,1,0.297638
37,21,1,0.141636
38,21,1,0.015772
39,21,1,0.000002
40,21,1,0.000000
41,21,1,0.000000
42,21,1,0.000000
43,21,1,0.000000
44,21,1,0.000000
45,21,1,0.000000
46,21,1,0.000000
47,21,1,0.000000
0,22,1,0.985072
1,22,1,1.000000
2,22,1,1.000000
3,22,1,1.000000
4,22,1,1.000000
5,22,1,1.000000
6,22,1,1.000000
7,22,1,1.000000
8,22,1,1.000000
9,22,1,1.000000
10,22,1,1.000000
11,22,1,1.000000
12,22,1,1.000000
13,22,1,1.000000
14,22,1,1.000000
15,22,1,0.987320
16,22,1,0.972113
17,22,1,0.896698
18,22,1,0.866197
19,22,1,0.863041
20,22,1,0.852225
21,22,1,0.847682
22,22,1,0.847642
23,22,1,0.850174
24,22,1,0.854929
25,22,1,0.852584
26,22,1,0.863031
27,22,1,0.863032
28,22,1,0.863942
29,22,1,0.882933
30,22,1,0.936831
31,22,1,0.874394
32,22,1,0.835964
33,22,1,0.652654
34,22,1,0.261156
35,22,1,0.137200
36,22,1,0.020179
37,22,1,0.000211
38,22,1,0.000000
39,22,1,0.000000
40,22,1,0.000000
41,22,1,0.000000
42,22,1,0.000000
43,22,1,0.000000
44,22,1,0.000000
45,22,1,0.000000
46,22,1,0.000000
47,22,1,0.000000
0,23,1,1.000000
1,23,1,1.000000
2,23,1,1.000000
3,23,1,1.000000
4,23,1,1.000000
5,23,1,1.000000
6,23,1,1.000000
7,23,1,1.000000
8,23,1,1.000000
9,23,1,1.000000
10,23,1,1.000000
11,23,1,1.000000
12,23,1,1.000000
13,23,1,1.000000
14,23,1,1.000000
15,23,1,1.000000
16,23,1,1.000000
17,23,1,1.000000
18,23,1,1.000000
19,23,1,1.000000
20,23,1,1.000000
21,23,1,1.000000
22,23,1,1.000000
23,23,1,1.000000
24,23,1,1.000000
25,23,1,1.000000
26,23,1,1.000000
27,23,1,1.000000
28,23,1,1.000000
29,23,1,0.985706
30,23,1,0.788523
31,23,1,0.371636
32,23,1,0.194947
33,23,1,0.146433
34,23,1,0.018218
35,23,1,0.000002
36,23,1,0.000000
37,23,1,0.000000
38,23,1,0.000000
39,23,1,0.000000
40,23,1,0.000000
41,23,1,0.000000
42,23,1,0.000000
43,23,1,0.000000
44,23,1,0.000000
45,23,1,0.000000
46,23,1,0.000000
47,23,1,0.000000
0,0,2,1.000000
1,0,2,1.000000
2,0,2,1.000000
3,0,2,1.000000
4,0,2,1.000000
5,0,2,1.000000
6,0,2,1.000000
7,0,2,1.000000
8,0,2,1.000000
9,0,2,1.000000
10,0,2,1.000000
11,0,2,1.000000
12,0,2,1.000000
13,0,2,1.000000
14,0,2,1.000000
15,0,2,1.000000
16,0,2,1.000000
17,0,2,1.000000
18,0,2,1.000000
19,0,2,1.000000
20,0,2,1.000000
21,0,2,1.000000
22,0,2,1.000000
23,0,2,1.000000
24,0,2,1.000000
25,0,2,1.000000
26,0,2,1.000000
27,0,2,1.000000
28,0,2,1.000000
29,0,2,1.000000
30,0,2,0.899158
31,0,2,0.471894
32,0,2,0.222381
33,0,2,0.161513
34,0,2,0.018378
35,0,2,0.000010
36,0,2,0.000000
37,0,2,0.000000
38,0,2,0.000000
39,0,2,0.000000
40,0,2,0.000000
41,0,2,0.000000
42,0,2,0.000000
43,0,2,0.000000
44,0,2,0.000000
45,0,2,0.000000
46,0,2,0.000000
47,0,2,0.000000
0,1,2,0.898009
1,1,2,0.987347
2,1,2,1.000000
3,1,2,1.000000
4,1,2,1.000000
5,1,2,1.000000
6,1,2,1.000000
7,1,2,1.000000
8,1,2,1.000000
9,1,2,1.000000
10,1,2,1.000000
11,1,2,1.000000
12,1,2,1.000000
13,1,2,1.000000
14,1,2,0.987314
15,1,2,0.897888
16,1,2,0.866060
17,1,2,0.850657
18,1,2,0.847526
19,1,2,0.847517
20,1,2,0.847517
21,1,2,0.847517
22,1,2,0.847517
23,1,2,0.847517
24,1,2,0.847517
25,1,2,0.847517
26,1,2,0.847517
27,1,2,0.847517
28,1,2,0.847518
29,1,2,0.848432
30,1,2,0.867285
31,1,2,0.883515
32,1,2,0.852505
33,1,2,0.725585
34,1,2,0.274058
35,1,2,0.137400
36,1,2,0.018257
37,1,2,0.000371
38,1,2,0.000000
39,1,2,0.000000
40,1,2,0.000000
41,1,2,0.000000
42,1,2,0.000000
43,1,2,0.000000
44,1,2,0.000000
45,1,2,0.000000
46,1,2,0.000000
47,1,2,0.000000
0,2,2,0.490050
1,2,2,0.761077
2,2,2,0.853380
3,2,2,0.894791
4,2,2,0.974463
5,2,2,0.900011
6,2,2,0.867627
7,2,2,0.863249
8,2,2,0.848545
9,2,2,0.847517
10,2,2,0.847517
11,2,2,0.847517
12,2,2,0.847517
13,2,2,0.847517
14,2,2,0.760891
15,2,2,0.446015
16,2,2,0.281534
17,2,2,0.186339
18,2,2,0.155647
19,2,2,0.152492
20,2,2,0.152483
21,2,2,0.152483
22,2,2,0.152483
23,2,2,0.152483
24,2,2,0.152483
25,2,2,0.152483
26,2,2,0.152483
27,2,2,0.152484
28,2,2,0.153393
29,2,2,0.172450
30,2,2,0.360288
31,2,2,0.740750
32,2,2,0.851116
33,2,2,0.885870
34,2,2,0.850937
35,2,2,0.728814
36,2,2,0.283810
37,2,2,0.139711
38,2,2,0.015517
39,2,2,0.000000
40,2,2,0.000000
41,2,2,0.000000
42,2,2,0.000000
43,2,2,0.000000
44,2,2,0.000000
45,2,2,0.000000
46,2,2,0.000000
47,2,2,0.000000
0,3,2,0.059620
1,3,2,0.143311
2,3,2,0.204530
3,3,2,0.423253
4,3,2,0.678665
5,3,2,0.469447
6,3,2,0.315779
7,3,2,0.276452
8,3,2,0.189503
9,3,2,0.169025
10,3,2,0.152483
11,3,2,0.152483
12,3,2,0.152483
13,3,2,0.152483
14,3,2,0.139799
15,3,2,0.050378
16,3,2,0.018561
17,3,2,0.003146
18,3,2,0.000010
19,3,2,0.000000
20,3,2,0.000000
21,3,2,0.000000
22,3,2,0.000000
23,3,2,0.000000
24,3,2,0.000000
25,3,2,0.000000
26,3,2,0.000000
27,3,2,0.000000
28,3,2,0.000001
29,3,2,0.000915
30,3,2,0.030202
31,3,2,0.137218
32,3,2,0.192319
33,3,2,0.442823
34,3,2,0.765290
35,3,2,0.868793
36,3,2,0.851049
37,3,2,0.726436
38,3,2,0.261600
39,3,2,0.052611
40,3,2,0.003162
41,3,2,0.000000
42,3,2,0.000000
43,3,2,0.000000
44,3,2,0.000000
45,3,2,0.000000
46,3,2,0.000000
47,3,2,0.000000
0,4,2,0.000000
1,4,2,0.000000
2,4,2,0.005863
3,4,2,0.052809
4,4,2,0.174722
5,4,2,0.163979
6,4,2,0.157101
7,4,2,0.152707
8,4,2,0.137997
9,4,2,0.121454
10,4,2,0.031029
11,4,2,0.000077
12,4,2,0.000000
13,4,2,0.000000
14,4,2,0.000000
15,4,2,0.000001
16,4,2,0.000003
17,4,2,0.000000
18,4,2,0.000000
19,4,2,0.000000
20,4,2,0.000000
21,4,2,0.000000
22,4,2,0.000000
23,4,2,0.000000
24,4,2,0.000000
25,4,2,0.000000
26,4,2,0.000000
27,4,2,0.000000
28,4,2,0.000000
29,4,2,0.000000
30,4,2,0.000000
31,4,2,0.000000
32,4,2,0.003599
33,4,2,0.053951
34,4,2,0.161236
35,4,2,0.382759
36,4,2,0.752317
37,4,2,0.899433
38,4,2,0.768497
39,4,2,0.438005
40,4,2,0.174064
41,4,2,0.015550
